端末推定,日付,月,推定日時,generation_dir,ファイル名,ファイルパス,分類,サイズbytes,更新時刻,blob_kind,sample_entropy,header_hex,sha256_head1mb,sha256_full_if_small,plist_open,plist_error,plist_type,plist_key_count,plist_keys,device_name,product_type,build_version,ios_version,is_encrypted,date,snapshot_state
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace,DDNABackup.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace\DDNABackup.plist,backup_marker_file,2300,2026-04-20 20:27:12,OTHER_OR_TEXTLIKE,4.989282,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,9fb5fd151bada5662f2cabc9035540e9f7f4b8077c401ff251af63d267ac0a2c,9fb5fd151bada5662f2cabc9035540e9f7f4b8077c401ff251af63d267ac0a2c,YES,,dict,23,audioDiskUsage;backupChecksum;booksDiskUsage;dataSets;datasetSizes;deviceAppleIDDSPersonID;deviceAppleIDEmail;deviceIconFilename;deviceModelDetails;deviceUDID;documentsAndDataDiskUsage;domainSets;editable;iMazingBackupVersion;migrationVersion;musicDiskUsage;otherDiskUsage;photosDiskUsage;podcastDiskUsage;ringtonesDiskUsage;totalDiskUsage;videoDiskUsage;voiceMemosDiskUsage,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace,Info.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace\Info.plist,key_metadata,1639214,2026-04-20 20:27:14,BPLIST_HEADER,7.867338,62706c6973743030df1014000100020003000400050006000700080009000a00,bac5304010cde6942dadf77d557259f38014ce27bb52052fd30533f7ed67311c,0b97eb535dc9fcef56288506614724c3d739c63065203ad872c41a796a9f6ec7,YES,,dict,20,Applications;Build Version;Device Name;Display Name;GUID;ICCID;IMEI;IMEI 2;Installed Applications;Last Backup Date;Phone Number;Product Name;Product Type;Product Version;Serial Number;Target Identifier;Target Type;Unique Identifier;iTunes Files;iTunes Version,夏草🌅,"iPhone16,1",22D72,18.3.1,,2026-01-20 06:35:45,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace,Manifest.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace\Manifest.plist,key_metadata,223465,2026-04-20 20:30:28,BPLIST_HEADER,6.001719,62706c6973743030d9000100020003000400050006000700080009000a000b00,f8f6bc7a986603cc9935a1ec635e65c54707bdf61a3425b1bd69484241acbea4,f8f6bc7a986603cc9935a1ec635e65c54707bdf61a3425b1bd69484241acbea4,YES,,dict,9,Applications;BackupKeyBag;Date;IsEncrypted;Lockdown;ManifestKey;SystemDomainsVersion;Version;WasPasscodeSet,,,,,True,2026-01-20 05:19:23.123267,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace,Status.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace\Status.plist,key_metadata,189,2026-04-20 20:30:30,BPLIST_HEADER,5.674412,62706c6973743030d60102030405060708090a0b0c5c497346756c6c4261636b,e4548f0cff5ddcc6a59bc435cd9073ee1ff7a63fcf5c76403a4cd0569b2e3cec,e4548f0cff5ddcc6a59bc435cd9073ee1ff7a63fcf5c76403a4cd0569b2e3cec,YES,,dict,6,BackupState;Date;IsFullBackup;SnapshotState;UUID;Version,,,,,,2026-01-20 06:34:54.632566,finished
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-07-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-07-stats.plist,backup_marker_file,1345,2025-10-20 23:51:18,OTHER_OR_TEXTLIKE,5.504023,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,5a984de07e48887bfaa6c45dc68503ad408a9338ab0271762132e6646140767e,5a984de07e48887bfaa6c45dc68503ad408a9338ab0271762132e6646140767e,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-10-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-10-stats.plist,backup_marker_file,1627,2025-10-20 23:51:18,OTHER_OR_TEXTLIKE,5.42228,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,556d691f787a8c2ed8a24190922e28951c2111a45c66dc0d594142205d34eb6f,556d691f787a8c2ed8a24190922e28951c2111a45c66dc0d594142205d34eb6f,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-11-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-11-stats.plist,backup_marker_file,676,2025-10-20 23:51:18,OTHER_OR_TEXTLIKE,5.607957,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,7bd460120d165e6813344279ae5a0ebdc1e5f036657244628703acead1d0f786,7bd460120d165e6813344279ae5a0ebdc1e5f036657244628703acead1d0f786,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-12-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-12-stats.plist,backup_marker_file,758,2025-10-20 23:51:18,OTHER_OR_TEXTLIKE,5.625055,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,5c93b74e8db05ed665be8e389182f920b7505b39b335f0ea34e0c3a130b02ad1,5c93b74e8db05ed665be8e389182f920b7505b39b335f0ea34e0c3a130b02ad1,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-14-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-14-stats.plist,backup_marker_file,759,2025-10-20 23:51:18,OTHER_OR_TEXTLIKE,5.637769,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,ea4c3fdcf73192469ef2abac47cbaf60e6ce064b135cc375261a6f760496689c,ea4c3fdcf73192469ef2abac47cbaf60e6ce064b135cc375261a6f760496689c,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-15-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-15-stats.plist,backup_marker_file,678,2025-10-20 23:51:18,OTHER_OR_TEXTLIKE,5.606469,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,79914da8f8da2b7f7aa1a393463d2a7869a696ec19d218c91b891a473f771572,79914da8f8da2b7f7aa1a393463d2a7869a696ec19d218c91b891a473f771572,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-18-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-18-stats.plist,backup_marker_file,760,2025-10-20 23:51:18,OTHER_OR_TEXTLIKE,5.627379,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,80428b855a91caf8505aab578b8021436c8f04554220e014734cab43f7bf8bfc,80428b855a91caf8505aab578b8021436c8f04554220e014734cab43f7bf8bfc,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-19-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-19-stats.plist,backup_marker_file,917,2025-10-20 23:51:18,OTHER_OR_TEXTLIKE,5.607614,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,c5a4598127d4b639027711cf78d39a754727a7bd7ae7e2d91e8b5c48ecc053d3,c5a4598127d4b639027711cf78d39a754727a7bd7ae7e2d91e8b5c48ecc053d3,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-20-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-20-stats.plist,backup_marker_file,1173,2025-10-22 12:08:52,OTHER_OR_TEXTLIKE,5.551319,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,5f3b552328ccd7529472b7ed88fb4877214a57707069eebb8724ed9a7175e9e0,5f3b552328ccd7529472b7ed88fb4877214a57707069eebb8724ed9a7175e9e0,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-22-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-22-stats.plist,backup_marker_file,1172,2025-10-23 15:51:26,OTHER_OR_TEXTLIKE,5.546694,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,978c48360813d5dc36789e86590529d1996a08a4641b265e07a0c8a1a015343d,978c48360813d5dc36789e86590529d1996a08a4641b265e07a0c8a1a015343d,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-23-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-23-stats.plist,backup_marker_file,1348,2025-10-24 15:48:12,OTHER_OR_TEXTLIKE,5.513266,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,69e14778bb3c115850cbf1f0efb895719ef4a60614b5b4e40a8467709730fc22,69e14778bb3c115850cbf1f0efb895719ef4a60614b5b4e40a8467709730fc22,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-24-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-24-stats.plist,backup_marker_file,679,2025-10-25 10:55:08,OTHER_OR_TEXTLIKE,5.610232,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,a876f82bb5e69d4c382b714605b1c081d775700eeefb22af51dfd97b3eddbab4,a876f82bb5e69d4c382b714605b1c081d775700eeefb22af51dfd97b3eddbab4,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-25-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-25-stats.plist,backup_marker_file,678,2025-10-31 17:16:50,OTHER_OR_TEXTLIKE,5.618078,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,faebb348743cc1dcfe761094becd746e111e6b54e5648b7ef37e64923a458ddb,faebb348743cc1dcfe761094becd746e111e6b54e5648b7ef37e64923a458ddb,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-10-31-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-10-31-stats.plist,backup_marker_file,677,2025-11-02 02:07:24,OTHER_OR_TEXTLIKE,5.615555,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,8f500a0700373f159d17a864e85922c74811c289f4d9c104932863d4e842f5a6,8f500a0700373f159d17a864e85922c74811c289f4d9c104932863d4e842f5a6,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-02-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-02-stats.plist,backup_marker_file,842,2025-11-03 09:41:28,OTHER_OR_TEXTLIKE,5.618858,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,ab72bb2565c1de18980fcdc3fc1cb9d57b751f1159b0395e6e097f4ee17502c8,ab72bb2565c1de18980fcdc3fc1cb9d57b751f1159b0395e6e097f4ee17502c8,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-03-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-03-stats.plist,backup_marker_file,679,2025-11-04 14:15:28,OTHER_OR_TEXTLIKE,5.608146,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,73ec9593dbf064781d5d32512a7e1dab6f266ef8013529d28d7b203224f2c243,73ec9593dbf064781d5d32512a7e1dab6f266ef8013529d28d7b203224f2c243,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-04-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-04-stats.plist,backup_marker_file,1240,2025-11-05 00:20:16,OTHER_OR_TEXTLIKE,5.528393,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,61050e1738799d7f97499456f3468567582acbdeb64085b1c65207a2b8e62ea7,61050e1738799d7f97499456f3468567582acbdeb64085b1c65207a2b8e62ea7,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-05-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-05-stats.plist,backup_marker_file,1402,2025-11-08 15:41:30,OTHER_OR_TEXTLIKE,5.482174,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,c01f4b9093e54d9a96b68cd27ecc1bb247798a03a19b859a669550d684e11486,c01f4b9093e54d9a96b68cd27ecc1bb247798a03a19b859a669550d684e11486,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-08-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-08-stats.plist,backup_marker_file,678,2025-11-09 11:05:46,OTHER_OR_TEXTLIKE,5.615151,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,941dbbd4a56eb3379e29f5532d1600c9fb68d942137ea7489588a0ca5fd8e035,941dbbd4a56eb3379e29f5532d1600c9fb68d942137ea7489588a0ca5fd8e035,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-09-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-09-stats.plist,backup_marker_file,1166,2025-11-11 12:23:48,OTHER_OR_TEXTLIKE,5.551224,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,d9f332330e7ed9ad7f92a20075d382d27ae34828bb50b80a8710711d241f41a3,d9f332330e7ed9ad7f92a20075d382d27ae34828bb50b80a8710711d241f41a3,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-11-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-11-stats.plist,backup_marker_file,922,2025-11-12 10:15:10,OTHER_OR_TEXTLIKE,5.599762,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,e7128c92c86a8f8440fe2d1fd9cd2b510f72cf753721a87988d5372cb885aade,e7128c92c86a8f8440fe2d1fd9cd2b510f72cf753721a87988d5372cb885aade,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-12-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-12-stats.plist,backup_marker_file,758,2025-11-13 08:53:24,OTHER_OR_TEXTLIKE,5.631842,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,8f108814ee504b54cc909ebe4f590f4f6dfa9a8abf9bcc28ce90cdb1280b8319,8f108814ee504b54cc909ebe4f590f4f6dfa9a8abf9bcc28ce90cdb1280b8319,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-13-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-13-stats.plist,backup_marker_file,1000,2025-11-14 16:57:24,OTHER_OR_TEXTLIKE,5.592585,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,81e12ee89f747d269bb93a3ef12f36ecc7e1a4d1d1b0b8cc83df1cba702c2abe,81e12ee89f747d269bb93a3ef12f36ecc7e1a4d1d1b0b8cc83df1cba702c2abe,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-14-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-14-stats.plist,backup_marker_file,761,2025-11-15 18:03:50,OTHER_OR_TEXTLIKE,5.635668,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,686d8d02791775ce190fa94da60017bab1b7aa6e4f9c2e3e3ed7bb093129a9c4,686d8d02791775ce190fa94da60017bab1b7aa6e4f9c2e3e3ed7bb093129a9c4,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-15-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-15-stats.plist,backup_marker_file,677,2025-11-16 10:55:50,OTHER_OR_TEXTLIKE,5.616876,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,a7832e49d09e01f320f79b9fe5680d0f209467274700f69e33058faedf55c8ed,a7832e49d09e01f320f79b9fe5680d0f209467274700f69e33058faedf55c8ed,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-16-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-16-stats.plist,backup_marker_file,758,2025-11-18 16:00:02,OTHER_OR_TEXTLIKE,5.624912,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,4eb2733925d5e50bc4938896e1857d3b666e36902d2b46a2ebfe5d53354b3347,4eb2733925d5e50bc4938896e1857d3b666e36902d2b46a2ebfe5d53354b3347,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband,log-bb-2025-11-18-stats.plist,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Device\File System\Logs\Baseband\log-bb-2025-11-18-stats.plist,backup_marker_file,925,2025-11-19 10:39:54,OTHER_OR_TEXTLIKE,5.60662,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554,d136d6ee10834ca350f7cb6e4a30ba3fea15b2c8d34ca7a0a7fd7866be44a6d1,d136d6ee10834ca350f7cb6e4a30ba3fea15b2c8d34ca7a0a7fd7866be44a6d1,YES,,dict,5,SysInfoCrashReporterKey;bug_type;description;os_version;system_ID,,,,,,,
